,LINE,DEFINE,CLASS,FUNC,FORM,BW,VARIANT,GLOSS,FEAT,COND-T,COND-S,D3,EXAMPLE,STATUS,COND-F,COMMENTS
186,180,MORPH,[IVSuff.I.2MS],IVSuff.2MS,u,u/IVSUFF_SUBJ:2MS_MOOD:I,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:i,else,v-suff u-suff z-suff,u,تكتب,OK-BASE,,
187,195,MORPH,[IVSuff.I.2MS],IVSuff.2MS,_,(null)/IVSUFF_SUBJ:2MS_MOOD:I,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:i,#-aY||#-uw||#-aA||#->ay,v-suff u-suff z-suff,_,ترا، ترى,OK-VAR,,
188,200,MORPH,[IVSuff.I.2MS],IVSuff.2MS,_,(null)/IVSUFF_SUBJ:2MS_MOOD:I,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:i,#-iy||#-}iy,v-suff u-suff z-suff #^iy,_,ترمي,OK-VAR,,
189,181,MORPH,[IVSuff.I.3FD],IVSuff.3FD,Ani,Ani/IVSUFF_SUBJ:3FD_MOOD:I,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:i,else,v-suff A-suff #^i,Ani,تكتبان,OK-BASE,,
190,188,MORPH,[IVSuff.I.3FD],IVSuff.3FD,ni,ni/IVSUFF_SUBJ:3FD_MOOD:I,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:i,#-a>,v-suff A-suff #^i,ni,تقرآن,OK-VAR,,
191,182,MORPH,[IVSuff.I.3FP],IVSuff.3FP,na,na/IVSUFF_SUBJ:3FP_MOOD:I,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:i,else,c-suff,na,يكتبن,OK-BASE,,
192,204,MORPH,[IVSuff.I.3FP],IVSuff.3FP,~a,~a/IVSUFF_SUBJ:3FP_MOOD:I,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:i,#n,c-suff,~a,يسكنّ,OK-VAR,,
193,183,MORPH,[IVSuff.I.3FS],IVSuff.3FS,u,u/IVSUFF_SUBJ:3FS_MOOD:I,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:i,else,v-suff u-suff z-suff,u,تكتب,OK-BASE,,
194,196,MORPH,[IVSuff.I.3FS],IVSuff.3FS,_,(null)/IVSUFF_SUBJ:3FS_MOOD:I,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:i,#-aY||#-uw||#-aA||#->ay,v-suff u-suff z-suff,_,ترا، ترى,OK-VAR,,
195,201,MORPH,[IVSuff.I.3FS],IVSuff.3FS,_,(null)/IVSUFF_SUBJ:3FS_MOOD:I,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:i,#-iy||#-}iy,v-suff u-suff z-suff #^iy,_,ترمي,OK-VAR,,
196,184,MORPH,[IVSuff.I.3MD],IVSuff.3MD,Ani,Ani/IVSUFF_SUBJ:3MD_MOOD:I,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:i,else,v-suff A-suff #^i,Ani,يكتبان,OK-BASE,,
197,189,MORPH,[IVSuff.I.3MD],IVSuff.3MD,ni,ni/IVSUFF_SUBJ:3MD_MOOD:I,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:i,#-a>,v-suff A-suff #^i,ni,تقرآن,OK-VAR,,
198,185,MORPH,[IVSuff.I.3MP],IVSuff.3MP,uwna,uwna/IVSUFF_SUBJ:3MP_MOOD:I,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:i,else,v-suff w-suff,uwna,يكتبون,OK-BASE,,
199,191,MORPH,[IVSuff.I.3MP],IVSuff.3MP,awna,awna/IVSUFF_SUBJ:3MP_MOOD:I,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:i,#-aY||#-aA||#->ay,w-suff,awna,يرون,OK-VAR,,
200,186,MORPH,[IVSuff.I.3MS],IVSuff.3MS,u,u/IVSUFF_SUBJ:3MS_MOOD:I,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:i,else,v-suff u-suff z-suff,u,يكتب,OK-BASE,,
201,197,MORPH,[IVSuff.I.3MS],IVSuff.3MS,_,(null)/IVSUFF_SUBJ:3MS_MOOD:I,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:i,#-aY||#-uw||#-aA||#->ay,v-suff u-suff z-suff,_,يرا، يرى,OK-VAR,,
202,202,MORPH,[IVSuff.I.3MS],IVSuff.3MS,_,(null)/IVSUFF_SUBJ:3MS_MOOD:I,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:i,#-iy||#-}iy,v-suff u-suff z-suff #^iy,_,يرمي,OK-VAR,,
203,205,#,Imperfective Verb Suffixes (Jussive Mood),,,,,,,,,,,,,
204,206,MORPH,[IVSuff.J.1P],IVSuff.1P,_,(null)/IVSUFF_SUBJ:1P_MOOD:J,MSA,[pl.],asp:i per:1 gen:u num:p mod:j,#-aY||#-uw||#-aA||#->ay,c-suff z-suff,_,نر,OK-VAR,,
205,207,MORPH,[IVSuff.J.1P],IVSuff.1P,_,(null)/IVSUFF_SUBJ:1P_MOOD:J,MSA,[pl.],asp:i per:1 gen:u num:p mod:j,#-iy||#-}iy,c-suff z-suff #^i,_,نرمِ,OK-VAR,,
206,208,MORPH,[IVSuff.J.1P],IVSuff.1P,a,a/IVSUFF_SUBJ:1P_MOOD:J,MSA,[pl.],asp:i per:1 gen:u num:p mod:j,else gem,v-suff,a,لم نمدَّ,OK-VAR,,
207,209,MORPH,[IVSuff.J.1P],IVSuff.1P,o,o/IVSUFF_SUBJ:1P_MOOD:J,MSA,[pl.],asp:i per:1 gen:u num:p mod:j,else else,c-suff,o,نكتبْ,OK-BASE,,
208,210,MORPH,[IVSuff.J.1S],IVSuff.1S,_,(null)/IVSUFF_SUBJ:1S_MOOD:J,MSA,[sg.],asp:i per:1 gen:u num:s mod:j,#-aY||#-uw||#-aA||#->ay,c-suff z-suff,_,أر,OK-VAR,,
209,211,MORPH,[IVSuff.J.1S],IVSuff.1S,_,(null)/IVSUFF_SUBJ:1S_MOOD:J,MSA,[sg.],asp:i per:1 gen:u num:s mod:j,#-iy||#-}iy,c-suff z-suff #^i,_,أرمِ,OK-VAR,,
210,212,MORPH,[IVSuff.J.1S],IVSuff.1S,a,a/IVSUFF_SUBJ:1S_MOOD:J,MSA,[sg.],asp:i per:1 gen:u num:s mod:j,else gem,v-suff,a,لم أمدَّ,OK-VAR,,
211,213,MORPH,[IVSuff.J.1S],IVSuff.1S,o,o/IVSUFF_SUBJ:1S_MOOD:J,MSA,[sg.],asp:i per:1 gen:u num:s mod:j,else else,c-suff,o,أكتبْ,OK-BASE,,
212,214,MORPH,[IVSuff.J.2D],IVSuff.2D,_,(null)/IVSUFF_SUBJ:2D_MOOD:J,MSA,[du.],asp:i per:2 gen:u num:d mod:j,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
213,215,MORPH,[IVSuff.J.2D],IVSuff.2D,A,A/IVSUFF_SUBJ:2D_MOOD:J,MSA,[du.],asp:i per:2 gen:u num:d mod:j,else,v-suff A-suff,A,تكتبا,OK-BASE,,
214,216,MORPH,[IVSuff.J.2FP],IVSuff.2FP,~a,~a/IVSUFF_SUBJ:2FP_MOOD:J,MSA,[fem.pl.],asp:i per:2 gen:f num:p mod:j,#n,c-suff,~a,تسكنّ,OK-VAR,,
215,217,MORPH,[IVSuff.J.2FP],IVSuff.2FP,na,na/IVSUFF_SUBJ:2FP_MOOD:J,MSA,[fem.pl.],asp:i per:2 gen:f num:p mod:j,else,c-suff,na,تكتبن,OK-BASE,,
216,218,MORPH,[IVSuff.J.2FS],IVSuff.2FS,ay,ay/IVSUFF_SUBJ:2FS_MOOD:J,MSA,[fem.sg.],asp:i per:2 gen:f num:s mod:j,#-aY||#-aA||#->ay,y-suff #^iy,ay,تري,OK-VAR,,
217,219,MORPH,[IVSuff.J.2FS],IVSuff.2FS,iy,iy/IVSUFF_SUBJ:2FS_MOOD:J,MSA,[fem.sg.],asp:i per:2 gen:f num:s mod:j,else,v-suff y-suff #^iy,iy,تكتبي,OK-BASE,,
218,220,MORPH,[IVSuff.J.2MP],IVSuff.2MP,aw,aw/IVSUFF_SUBJ:2MP_MOOD:J,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:j,#-aY||#-aA||#->ay enc0,w-suff,awA,تروها,OK-VAR,,
219,221,MORPH,[IVSuff.J.2MP],IVSuff.2MP,awA,awA/IVSUFF_SUBJ:2MP_MOOD:J,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:j,#-aY||#-aA||#->ay else,w-suff,awA,تروا,OK-VAR,,
220,222,MORPH,[IVSuff.J.2MP],IVSuff.2MP,uw,uw/IVSUFF_SUBJ:2MP_MOOD:J,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:j,else enc0,v-suff w-suff,uwA,تكتبوه,OK-BASE,,
221,223,MORPH,[IVSuff.J.2MP],IVSuff.2MP,uwA,uwA/IVSUFF_SUBJ:2MP_MOOD:J,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:j,else else,v-suff w-suff,uwA,تكتبوا,OK-BASE,,
222,224,MORPH,[IVSuff.J.2MS],IVSuff.2MS,_,(null)/IVSUFF_SUBJ:2MS_MOOD:J,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:j,#-aY||#-uw||#-aA||#->ay else,c-suff z-suff,_,تر,OK-VAR,,
223,225,MORPH,[IVSuff.J.2MS],IVSuff.2MS,_,(null)/IVSUFF_SUBJ:2MS_MOOD:J,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:j,#-iy||#-}iy else,c-suff z-suff #^i,_,ترمِ,OK-VAR,,
224,226,MORPH,[IVSuff.J.2MS],IVSuff.2MS,a,a/IVSUFF_SUBJ:2MS_MOOD:J,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:j,else gem,v-suff,a,لم تمدَّ,OK-VAR,,
225,227,MORPH,[IVSuff.J.2MS],IVSuff.2MS,o,o/IVSUFF_SUBJ:2MS_MOOD:J,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:j,else else,c-suff,o,تكتبْ,OK-BASE,,
226,228,MORPH,[IVSuff.J.3FD],IVSuff.3FD,_,(null)/IVSUFF_SUBJ:3FD_MOOD:J,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:j,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
227,229,MORPH,[IVSuff.J.3FD],IVSuff.3FD,aA,aA/IVSUFF_SUBJ:3FD_MOOD:J,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:j,#-uw,v-suff A-suff,A,تكتبا,OK-BASE,,
228,230,MORPH,[IVSuff.J.3FD],IVSuff.3FD,A,A/IVSUFF_SUBJ:3FD_MOOD:J,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:j,else,v-suff A-suff,A,تكتبا,OK-BASE,,
229,231,MORPH,[IVSuff.J.3FP],IVSuff.3FP,~a,~a/IVSUFF_SUBJ:3FP_MOOD:J,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:j,#n,c-suff,~a,يسكنّ,OK-VAR,,
230,232,MORPH,[IVSuff.J.3FP],IVSuff.3FP,na,na/IVSUFF_SUBJ:3FP_MOOD:J,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:j,else,c-suff,na,يكتبن,OK-BASE,,
231,233,MORPH,[IVSuff.J.3FS],IVSuff.3FS,_,(null)/IVSUFF_SUBJ:3FS_MOOD:J,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:j,#-aY||#-uw||#-aA||#->ay else,c-suff z-suff,_,تر,OK-VAR,,
232,234,MORPH,[IVSuff.J.3FS],IVSuff.3FS,_,(null)/IVSUFF_SUBJ:3FS_MOOD:J,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:j,#-iy||#-}iy else,c-suff z-suff #^i,_,ترمِ,OK-VAR,,
233,235,MORPH,[IVSuff.J.3FS],IVSuff.3FS,a,a/IVSUFF_SUBJ:3FS_MOOD:J,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:j,else gem,v-suff,a,لم تمدَّ,OK-VAR,,
234,236,MORPH,[IVSuff.J.3FS],IVSuff.3FS,o,o/IVSUFF_SUBJ:3FS_MOOD:J,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:j,else else,c-suff,o,تكتبْ,OK-BASE,,
235,237,MORPH,[IVSuff.J.3MD],IVSuff.3MD,_,(null)/IVSUFF_SUBJ:3MD_MOOD:J,MSA,[masc.du.],asp:i per:2 gen:m num:d mod:j,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
236,238,MORPH,[IVSuff.J.3MD],IVSuff.3MD,aA,aA/IVSUFF_SUBJ:3MD_MOOD:J,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:j,#-uw,v-suff A-suff,A,يكتبا,OK-BASE,,
237,239,MORPH,[IVSuff.J.3MD],IVSuff.3MD,A,A/IVSUFF_SUBJ:3MD_MOOD:J,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:j,else,v-suff A-suff,A,يكتبا,OK-BASE,,
238,240,MORPH,[IVSuff.J.3MP],IVSuff.3MP,aw,awA/IVSUFF_SUBJ:3MP_MOOD:J,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:j,#-aY||#-aA||#->ay enc0,w-suff,awA,يروها,OK-VAR,,
239,241,MORPH,[IVSuff.J.3MP],IVSuff.3MP,awA,awA/IVSUFF_SUBJ:3MP_MOOD:J,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:j,#-aY||#-aA||#->ay else,w-suff,awA,يروا,OK-VAR,,
240,242,MORPH,[IVSuff.J.3MP],IVSuff.3MP,uw,uwA/IVSUFF_SUBJ:3MP_MOOD:J,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:j,else enc0,v-suff w-suff,uwA,يكتبوه,OK-BASE,,
241,243,MORPH,[IVSuff.J.3MP],IVSuff.3MP,uwA,uwA/IVSUFF_SUBJ:3MP_MOOD:J,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:j,else else,v-suff w-suff,uwA,يكتبوا,OK-BASE,,
242,244,MORPH,[IVSuff.J.3MS],IVSuff.3MS,_,(null)/IVSUFF_SUBJ:3MS_MOOD:J,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:j,#-aY||#-uw||#-aA||#->ay else,c-suff z-suff,_,ير ,OK-VAR,,
243,245,MORPH,[IVSuff.J.3MS],IVSuff.3MS,_,(null)/IVSUFF_SUBJ:3MS_MOOD:J,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:j,#-iy||#-}iy else,c-suff z-suff #^i,_,يرمِ,OK-VAR,,
244,246,MORPH,[IVSuff.J.3MS],IVSuff.3MS,o,o/IVSUFF_SUBJ:3MS_MOOD:J,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:j,else else,c-suff,o,يكتبْ,OK-BASE,,
245,247,MORPH,[IVSuff.J.3MS],IVSuff.3MS,a,a/IVSUFF_SUBJ:3MS_MOOD:J,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:j,else gem,v-suff,a,لم يمدَّ,OK-VAR,,
246,248,#,Imperfective Verb Suffixes (Subjunctive Mood),,,,,,,,,,,,,
247,249,MORPH,[IVSuff.S.1P],IVSuff.1P,a,a/IVSUFF_SUBJ:1P_MOOD:S,MSA,[pl.],asp:i per:1 gen:u num:p mod:s,else,v-suff a-suff z-suff,a,نكتب,OK-BASE,,
248,264,MORPH,[IVSuff.S.1P],IVSuff.1P,_,(null)/IVSUFF_SUBJ:1P_MOOD:S,MSA,[pl.],asp:i per:1 gen:u num:p mod:s,#-aY||#-aA||#->ay,v-suff a-suff z-suff,_,نرا,OK-VAR,,
249,250,MORPH,[IVSuff.S.1S],IVSuff.1S,a,a/IVSUFF_SUBJ:1S_MOOD:S,MSA,[sg.],asp:i per:1 gen:u num:s mod:s,else,v-suff a-suff z-suff,a,أكتب,OK-BASE,,
250,265,MORPH,[IVSuff.S.1S],IVSuff.1S,_,(null)/IVSUFF_SUBJ:1S_MOOD:S,MSA,[sg.],asp:i per:1 gen:u num:s mod:s,#-aY||#-aA||#->ay,v-suff a-suff z-suff,_,أراه، أرى,OK-VAR,,
251,251,MORPH,[IVSuff.S.2D],IVSuff.2D,A,A/IVSUFF_SUBJ:2D_MOOD:S,MSA,[du.],asp:i per:2 gen:u num:d mod:s,else,v-suff A-suff,A,تكتبا,OK-BASE,,
252,266,MORPH,[IVSuff.S.2D],IVSuff.2D,_,(null)/IVSUFF_SUBJ:2D_MOOD:S,MSA,[du.],asp:i per:2 gen:u num:d mod:s,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
253,252,MORPH,[IVSuff.S.2FP],IVSuff.2FP,na,na/IVSUFF_SUBJ:2FP_MOOD:S,MSA,[fem.pl.],asp:i per:2 gen:f num:p mod:s,else,c-suff,na,تكتبن,OK-BASE,,
254,272,MORPH,[IVSuff.S.2FP],IVSuff.2FP,~a,~a/IVSUFF_SUBJ:2FP_MOOD:S,MSA,[fem.pl.],asp:i per:2 gen:f num:p mod:s,#n,c-suff,~a,تسكنّ,OK-VAR,,
255,253,MORPH,[IVSuff.S.2FS],IVSuff.2FS,iy,iy/IVSUFF_SUBJ:2FS_MOOD:S,MSA,[fem.sg.],asp:i per:2 gen:f num:s mod:s,else,v-suff y-suff #^iy,iy,تكتبي,OK-BASE,,
256,278,MORPH,[IVSuff.S.2FS],IVSuff.2FS,ay,ay/IVSUFF_SUBJ:2FS_MOOD:S,MSA,[fem.sg.],asp:i per:2 gen:f num:s mod:s,#-aY||#-aA||#->ay,y-suff #^iy,ay,تري,OK-VAR,,
257,254,MORPH,[IVSuff.S.2MP],IVSuff.2MP,uwA,uwA/IVSUFF_SUBJ:2MP_MOOD:S,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:s,else else,v-suff w-suff,uwA,تكتبوا,OK-BASE,,
258,255,MORPH,[IVSuff.S.2MP],IVSuff.2MP,uw,uwA/IVSUFF_SUBJ:2MP_MOOD:S,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:s,else enc0,v-suff w-suff,uwA,تكتبوه,OK-BASE,,
259,274,MORPH,[IVSuff.S.2MP],IVSuff.2MP,aw,awA/IVSUFF_SUBJ:2MP_MOOD:S,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:s,#-aY||#-aA||#->ay enc0,w-suff,awA,تروه,OK-VAR,,
260,276,MORPH,[IVSuff.S.2MP],IVSuff.2MP,awA,awA/IVSUFF_SUBJ:2MP_MOOD:S,MSA,[masc.pl.],asp:i per:2 gen:m num:p mod:s,#-aY||#-aA||#->ay else,w-suff,awA,تروا,OK-VAR,,
261,256,MORPH,[IVSuff.S.2MS],IVSuff.2MS,a,a/IVSUFF_SUBJ:2MS_MOOD:S,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:s,else,v-suff a-suff z-suff,a,تكتب,OK-BASE,,
262,267,MORPH,[IVSuff.S.2MS],IVSuff.2MS,_,(null)/IVSUFF_SUBJ:2MS_MOOD:S,MSA,[masc.sg.],asp:i per:2 gen:m num:s mod:s,#-aY||#-aA||#->ay,v-suff a-suff z-suff,_,ترا,OK-VAR,,
263,257,MORPH,[IVSuff.S.3FD],IVSuff.3FD,A,A/IVSUFF_SUBJ:3FD_MOOD:S,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:s,else,v-suff A-suff,A,تكتبا,OK-BASE,,
264,268,MORPH,[IVSuff.S.3FD],IVSuff.3FD,_,(null)/IVSUFF_SUBJ:3FD_MOOD:S,MSA,[fem.du.],asp:i per:3 gen:f num:d mod:s,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
265,258,MORPH,[IVSuff.S.3FP],IVSuff.3FP,na,na/IVSUFF_SUBJ:3FP_MOOD:S,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:s,else,c-suff,na,يكتبن,OK-BASE,,
266,273,MORPH,[IVSuff.S.3FP],IVSuff.3FP,~a,~a/IVSUFF_SUBJ:3FP_MOOD:S,MSA,[fem.pl.],asp:i per:3 gen:f num:p mod:s,#n,c-suff,~a,يسكنّ,OK-VAR,,
267,259,MORPH,[IVSuff.S.3FS],IVSuff.3FS,a,a/IVSUFF_SUBJ:3FS_MOOD:S,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:s,else,v-suff a-suff z-suff,a,تكتب,OK-BASE,,
268,269,MORPH,[IVSuff.S.3FS],IVSuff.3FS,_,(null)/IVSUFF_SUBJ:3FS_MOOD:S,MSA,[fem.sg.],asp:i per:3 gen:f num:s mod:s,#-aY||#-aA||#->ay,v-suff a-suff z-suff,_,ترى,OK-VAR,,
269,260,MORPH,[IVSuff.S.3MD],IVSuff.3MD,A,A/IVSUFF_SUBJ:3MD_MOOD:S,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:s,else,v-suff A-suff,A,يكتبا,OK-BASE,,
270,270,MORPH,[IVSuff.S.3MD],IVSuff.3MD,_,(null)/IVSUFF_SUBJ:3MD_MOOD:S,MSA,[masc.du.],asp:i per:3 gen:m num:d mod:s,#-a>,v-suff A-suff,_,تقرآ,OK-VAR,,
271,261,MORPH,[IVSuff.S.3MP],IVSuff.3MP,uwA,uwA/IVSUFF_SUBJ:3MP_MOOD:S,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:s,else else,v-suff w-suff,uwA,يكتبوا,OK-BASE,,
272,262,MORPH,[IVSuff.S.3MP],IVSuff.3MP,uw,uwA/IVSUFF_SUBJ:3MP_MOOD:S,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:s,else enc0,v-suff w-suff,uwA,يكتبوه,OK-BASE,,
273,275,MORPH,[IVSuff.S.3MP],IVSuff.3MP,aw,awA/IVSUFF_SUBJ:3MP_MOOD:S,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:s,#-aY||#-aA||#->ay enc0                                                                                                                ,w-suff,awA,يروه,OK-VAR,,
274,277,MORPH,[IVSuff.S.3MP],IVSuff.3MP,awA,awA/IVSUFF_SUBJ:3MP_MOOD:S,MSA,[masc.pl.],asp:i per:3 gen:m num:p mod:s,#-aY||#-aA||#->ay else,w-suff,awA,يروا,OK-VAR,,
275,263,MORPH,[IVSuff.S.3MS],IVSuff.3MS,a,a/IVSUFF_SUBJ:3MS_MOOD:S,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:s,else,v-suff a-suff z-suff,a,يكتب,OK-BASE,,
276,271,MORPH,[IVSuff.S.3MS],IVSuff.3MS,_,(null)/IVSUFF_SUBJ:3MS_MOOD:S,MSA,[masc.sg.],asp:i per:3 gen:m num:s mod:s,#-aY||#-aA||#->ay,v-suff a-suff z-suff,_,يرا,OK-VAR,,
277,279,#,Imperfective Verb Suffixes (Energetic Mood) Light Energetic,,,,,,,,,,,,,
278,281,MORPH,[IVSuff.E.1P],IVSuff.1P,ano,ano/IVSUFF_SUBJ:1P_MOOD:E,CA,[pl.],asp:i per:1 gen:u num:p mod:e,_,v-suff z-suff,ano,نكتبَنْ نريَنْ,OK-BASE,,L
279,283,MORPH,[IVSuff.E.1S],IVSuff.1S,ano,ano/IVSUFF_SUBJ:1S_MOOD:E,CA,[sg.],asp:i per:1 gen:u num:s mod:e,_,v-suff z-suff,ano,أكتبَن أرين,OK-VAR,,L
280,284,MORPH,[IVSuff.E.2D],IVSuff.2D,An~i,An~i/IVSUFF_SUBJ:2D_MOOD:E,CA,[du.],asp:i per:2 gen:u num:d mod:e,else,v-suff A-suff #^i,An~i,تكتبانِّ,OK-BASE,,HL
281,285,MORPH,[IVSuff.E.2D],IVSuff.2D,n~i,n~i/IVSUFF_SUBJ:2D_MOOD:E,CA,[du.],asp:i per:2 gen:u num:d mod:e,#-a>,v-suff A-suff #^i,n~i,تقرآنِّ,OK-VAR,,HL
282,286,MORPH,[IVSuff.E.2FP],IVSuff.2FP,nAn~i,nAn~i/IVSUFF_SUBJ:2FP_MOOD:E,CA,[fem.pl.],asp:i per:2 gen:f num:p mod:e,else,c-suff #^i,nAn~i,تكتبنان,OK-BASE,,HL
283,287,MORPH,[IVSuff.E.2FP],IVSuff.2FP,~An~i,~An~i/IVSUFF_SUBJ:2FP_MOOD:E,CA,[fem.pl.],asp:i per:2 gen:f num:p mod:e,#n,c-suff #^i,~An~i,تسكنّان,OK-VAR,,HL
284,290,MORPH,[IVSuff.E.2FS],IVSuff.2FS,ino,ino/IVSUFF_SUBJ:2FS_MOOD:E,CA,[fem.sg.],asp:i per:2 gen:f num:s mod:e,else,v-suff y-suff,ino,تكتبِنَّ,OK-BASE,,L
285,291,MORPH,[IVSuff.E.2FS],IVSuff.2FS,ayino,ayino/IVSUFF_SUBJ:2FS_MOOD:E,CA,[fem.sg.],asp:i per:2 gen:f num:s mod:e,#-aY||#-aA,y-suff,ayino,تريِنَّ,OK-VAR,,L
286,293,MORPH,[IVSuff.E.2MP],IVSuff.2MP,uno,uno/IVSUFF_SUBJ:2MP_MOOD:E,CA,[masc.pl.],asp:i per:2 gen:m num:p mod:e,else else,v-suff w-suff,uno,تكتبُنْ,OK-BASE,,L
287,295,MORPH,[IVSuff.E.2MP],IVSuff.2MP,awuno,awuno/IVSUFF_SUBJ:2MP_MOOD:E,CA,[masc.pl.],asp:i per:2 gen:m num:p mod:e,#-aY||#-aA enc0,w-suff,awuno,تروُنْ,OK-VAR,,L
288,297,MORPH,[IVSuff.E.2MS],IVSuff.2MS,ano,ano/IVSUFF_SUBJ:2MS_MOOD:E,CA,[masc.sg.],asp:i per:2 gen:m num:s mod:e,_,v-suff z-suff,ano,تكتبَنْ تريَنْ,OK-VAR,,L
289,298,MORPH,[IVSuff.E.3FD],IVSuff.3FD,An~i,An~i/IVSUFF_SUBJ:3FD_MOOD:E,CA,[fem.du.],asp:i per:3 gen:f num:d mod:e,else,v-suff A-suff #^i,An~i,تكتبانِّ,OK-BASE,,HL
290,299,MORPH,[IVSuff.E.3FD],IVSuff.3FD,n~i,n~i/IVSUFF_SUBJ:3FD_MOOD:E,CA,[fem.du.],asp:i per:3 gen:f num:d mod:e,#-a>,v-suff A-suff #^i,n~i,تقرآنِّ,OK-VAR,,HL
291,300,MORPH,[IVSuff.E.3FP],IVSuff.3FP,nAn~i,nAn~i/IVSUFF_SUBJ:3FP_MOOD:E,CA,[fem.pl.],asp:i per:3 gen:f num:p mod:e,else,c-suff #^i,nAn~i,يكتبنان,OK-BASE,,HL
292,301,MORPH,[IVSuff.E.3FP],IVSuff.3FP,~An~i,~An~i/IVSUFF_SUBJ:3FP_MOOD:E,CA,[fem.pl.],asp:i per:3 gen:f num:p mod:e,#n,c-suff #^i,~An~i,يسكنّان,OK-VAR,,HL
293,303,MORPH,[IVSuff.E.3FS],IVSuff.3FS,ano,ano/IVSUFF_SUBJ:3FS_MOOD:E,CA,[fem.sg.],asp:i per:3 gen:f num:s mod:e,_,v-suff z-suff,ano,تكتبَنْ تريَنْ,OK-VAR,,L
294,304,MORPH,[IVSuff.E.3MD],IVSuff.3MD,An~i,An~i/IVSUFF_SUBJ:3MD_MOOD:E,CA,[masc.du.],asp:i per:3 gen:m num:d mod:e,else,v-suff A-suff #^i,An~i,يكتبانِّ,OK-BASE,,HL
295,305,MORPH,[IVSuff.E.3MD],IVSuff.3MD,n~i,n~i/IVSUFF_SUBJ:3MD_MOOD:E,CA,[masc.du.],asp:i per:3 gen:m num:d mod:e,#-a>,v-suff A-suff #^i,n~i,يقرآنِّ,OK-VAR,,HL
296,307,MORPH,[IVSuff.E.3MP],IVSuff.3MP,uno,uno/IVSUFF_SUBJ:3MP_MOOD:E,CA,[masc.pl.],asp:i per:3 gen:m num:p mod:e,else,v-suff w-suff,uno,يكتبُنْ,OK-BASE,,L
